State,Agency Type,Agency,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Annual Hate crime,Population,State_Lat,State_Long
Connecticut,Cities,Danbury,3,0,0,0,0,0,1,1,1,0,3,85167,41.603221,-73.087749
Connecticut,Cities,Derby,1,0,0,0,0,0,0,0,1,0,1,12468,41.603221,-73.087749
Connecticut,Cities,East Hartford,1,1,1,0,0,0,0,1,1,1,3,49842,41.603221,-73.087749
Connecticut,Cities,East Lyme,1,0,0,0,0,0,0,0,0,1,1,18588,41.603221,-73.087749
Connecticut,Cities,Enfield,2,0,0,0,0,0,0,0,1,1,2,44443,41.603221,-73.087749
Connecticut,Cities,Farmington,1,0,0,0,0,0,1,0,0,0,1,25525,41.603221,-73.087749
Connecticut,Cities,Glastonbury,2,0,1,0,0,0,2,1,0,0,3,34497,41.603221,-73.087749
Connecticut,Cities,Madison,1,0,0,0,0,0,0,0,0,1,1,18087,41.603221,-73.087749
Connecticut,Cities,Manchester,4,0,1,0,0,0,1,1,2,1,5,57630,41.603221,-73.087749
Connecticut,Cities,Middletown,1,0,0,0,0,0,0,0,1,0,1,45963,41.603221,-73.087749
Connecticut,Cities,Milford,1,0,1,0,0,0,,1,0,1,2,54898,41.603221,-73.087749
Connecticut,Cities,New Britain,2,1,0,0,0,0,,1,1,1,3,72354,41.603221,-73.087749
Connecticut,Cities,New Haven,5,2,2,0,0,0,2,5,1,1,9,130494,41.603221,-73.087749
Connecticut,Cities,New London,1,0,0,0,0,0,0,1,0,0,1,26856,41.603221,-73.087749
Connecticut,Cities,New Milford,1,0,0,0,0,0,0,1,0,0,1,26835,41.603221,-73.087749
Connecticut,Cities,Norwalk,1,0,0,0,0,0,0,0,0,1,1,89440,41.603221,-73.087749
Connecticut,Cities,Norwich,0,0,1,0,0,0,0,0,1,0,1,38964,41.603221,-73.087749
Connecticut,Cities,Old Saybrook,2,0,0,0,0,0,0,0,2,0,2,10069,41.603221,-73.087749
Connecticut,Cities,Orange,1,0,0,0,0,0,0,0,1,0,1,13948,41.603221,-73.087749
Connecticut,Cities,Plainville,1,0,0,0,0,0,0,0,1,0,1,17610,41.603221,-73.087749
Connecticut,Cities,Plymouth,1,0,0,0,0,0,0,0,0,1,1,11573,41.603221,-73.087749
Connecticut,Cities,Ridgefield,1,0,0,0,0,0,0,0,0,1,1,25050,41.603221,-73.087749
Connecticut,Cities,Seymour,0,1,0,0,0,0,1,0,0,0,1,16505,41.603221,-73.087749
Connecticut,Cities,Stamford,3,3,2,0,0,0,0,1,3,4,8,130678,41.603221,-73.087749
Connecticut,Cities,Torrington,1,0,0,0,1,0,1,0,0,1,2,33972,41.603221,-73.087749
Connecticut,Cities,Wallingford,1,0,0,0,0,0,1,0,0,0,1,44457,41.603221,-73.087749
Connecticut,Cities,West Hartford,1,0,0,0,0,0,1,0,0,0,1,62875,41.603221,-73.087749
Connecticut,Cities,West Haven,1,0,0,0,0,0,0,0,1,0,1,54794,41.603221,-73.087749
Connecticut,Cities,Westport,0,1,0,0,0,0,0,0,1,0,1,28332,41.603221,-73.087749
Connecticut,Cities,Wethersfield,1,0,0,0,0,0,1,0,0,0,1,26009,41.603221,-73.087749
Connecticut,Cities,Willimantic,0,0,1,0,0,0,0,1,0,0,1,17660,41.603221,-73.087749
Connecticut,Cities,Wilton,1,0,0,0,0,0,1,0,0,0,1,18439,41.603221,-73.087749
Connecticut,Universities and Colleges,Southern Connecticut State University,1,0,0,0,0,0,0,0,1,0,1,11642,41.603221,-73.087749
Connecticut,Universities and Colleges,"University of Connecticut, Storrs, Avery Point, and Hartford",1,0,0,0,0,0,0,0,0,1,1,28749.5,41.603221,-73.087749
Connecticut,Universities and Colleges,Yale University,0,1,0,0,0,0,,,,1,1,13972,41.603221,-73.087749
Connecticut,State Police Agencies,Connecticut State Police,1,3,0,0,0,0,0,1,2,1,4,28749.5,41.603221,-73.087749
Delaware,Cities,Bethany Beach,1,0,0,0,0,0,0,0,1,0,1,1244,38.910832,-75.52767
Delaware,Cities,Dover,0,1,2,0,0,0,1,0,1,1,3,38361,38.910832,-75.52767
Delaware,Cities,Milford,2,0,0,0,0,0,0,1,0,1,2,11592,38.910832,-75.52767
Delaware,Cities,Seaford,1,1,0,0,0,0,1,0,1,0,2,7987,38.910832,-75.52767
Delaware,Cities,Wilmington,0,0,1,0,0,1,0,2,0,0,2,70624,38.910832,-75.52767
Delaware,Universities and Colleges,Delaware State University,0,0,1,0,0,0,1,0,0,0,1,4633,38.910832,-75.52767
Delaware,Universities and Colleges,University of Delaware,3,0,1,0,0,0,1,1,1,1,4,25534,38.910832,-75.52767
Delaware,Metropolitan Counties,New Castle County Police Department,1,1,1,0,0,0,1,2,0,0,3,11592,38.910832,-75.52767
Delaware,State Police Agencies,New Castle County,2,1,0,0,0,0,1,0,1,1,3,11592,38.910832,-75.52767
Delaware,State Police Agencies,Sussex County,0,0,1,0,0,0,0,0,1,0,1,11592,38.910832,-75.52767
District of Columbia,Cities,Washington,107,5,60,1,2,27,53,57,55,37,202,705749,38.905985,-77.033418
District of Columbia,Other Agencies,Metro Transit Police,12,3,5,0,0,0,8,3,6,3,20,705749,38.905985,-77.033418
Florida,Cities,Bal Harbour Village,0,1,0,0,0,0,1,,,,1,3086,27.664827,-81.515754
Florida,Cities,Boca Raton,1,1,0,0,0,0,0,0,1,1,2,101163,27.664827,-81.515754
Florida,Cities,Cape Coral,1,0,1,0,0,0,0,1,0,1,2,194183,27.664827,-81.515754
Florida,Cities,Davie,3,0,0,0,0,0,2,1,0,0,3,108486,27.664827,-81.515754
Florida,Cities,DeLand,1,0,0,0,0,0,1,0,0,0,1,34468,27.664827,-81.515754
Florida,Cities,Deerfield Beach,0,0,1,0,0,0,0,0,0,1,1,81602,27.664827,-81.515754
Florida,Cities,Fort Lauderdale,2,0,1,0,0,0,0,3,0,0,3,184765,27.664827,-81.515754
Florida,Cities,Fort Myers,1,0,0,0,0,0,1,0,0,0,1,85127,27.664827,-81.515754
Florida,Cities,Gainesville,2,1,1,0,0,0,1,1,1,1,4,135085,27.664827,-81.515754
Florida,Cities,Jacksonville,4,0,0,0,0,0,0,1,2,1,4,909142,27.664827,-81.515754
Florida,Cities,Largo,2,0,0,0,0,0,0,0,0,2,2,85740,27.664827,-81.515754
Florida,Cities,Miami,0,2,0,0,0,0,1,0,1,0,2,480505,27.664827,-81.515754
Florida,Cities,Miami Beach,0,16,4,0,0,0,8,4,4,4,20,92185,27.664827,-81.515754
Florida,Cities,Miami Gardens,0,1,0,0,0,0,0,1,0,0,1,113786,27.664827,-81.515754
Florida,Cities,Miami Shores,0,0,1,0,0,0,0,1,0,0,1,10572,27.664827,-81.515754
Florida,Cities,Miramar,0,0,2,0,0,0,2,0,0,0,2,143334,27.664827,-81.515754
Florida,Cities,New Port Richey,1,0,0,0,0,0,0,0,0,1,1,16703,27.664827,-81.515754
Florida,Cities,North Miami,1,0,0,0,0,0,1,0,0,0,1,63547,27.664827,-81.515754
Florida,Cities,North Miami Beach,2,1,0,0,0,0,,1,1,1,3,46307,27.664827,-81.515754
Florida,Cities,North Port,1,0,0,0,0,0,1,0,0,0,1,70181,27.664827,-81.515754
Florida,Cities,Oakland Park,0,0,1,0,0,0,0,0,1,0,1,45857,27.664827,-81.515754
Florida,Cities,Ocala,1,0,1,0,0,0,0,0,0,2,2,60932,27.664827,-81.515754
Florida,Cities,Orlando,1,1,2,0,0,0,2,1,0,1,4,292120,27.664827,-81.515754
Florida,Cities,Palm Bay,0,0,1,0,0,0,0,0,0,1,1,115520,27.664827,-81.515754
Florida,Cities,Palm Beach Gardens,1,1,0,0,0,0,0,0,2,0,2,57236,27.664827,-81.515754
Florida,Cities,Pompano Beach,1,0,1,0,0,0,0,0,2,0,2,113536,27.664827,-81.515754
Florida,Cities,Port St. Lucie,1,1,1,0,0,0,,1,1,1,3,199433,27.664827,-81.515754
Florida,Cities,Royal Palm Beach,1,0,0,0,0,0,,1,0,0,1,40802,27.664827,-81.515754
Florida,Cities,Sarasota,1,0,0,0,0,0,0,0,0,1,1,58470,27.664827,-81.515754
Florida,Cities,St. Augustine,0,1,0,0,0,0,1,0,0,0,1,14778,27.664827,-81.515754
Florida,Cities,Sunny Isles Beach,0,0,1,0,0,0,0,1,0,0,1,22476,27.664827,-81.515754
Florida,Cities,Sunrise,0,1,0,0,0,0,1,0,0,0,1,96919,27.664827,-81.515754
Florida,Cities,Tampa,0,2,0,0,0,0,1,1,0,0,2,400501,27.664827,-81.515754
Florida,Cities,Temple Terrace,1,0,0,0,0,0,0,0,0,1,1,26725,27.664827,-81.515754
Florida,Cities,Titusville,0,1,0,0,0,0,0,0,0,1,1,46866,27.664827,-81.515754
Florida,Cities,Weston,0,1,0,0,0,0,0,0,0,1,1,71946,27.664827,-81.515754
Florida,Cities,Winter Garden,2,0,0,0,0,0,0,2,0,0,2,46750,27.664827,-81.515754
Florida,Metropolitan Counties,Alachua,0,0,1,0,0,0,0,0,1,0,1,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Bay,1,0,0,0,0,0,1,0,0,0,1,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Lake,2,0,0,0,0,0,2,0,0,0,2,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Lee,5,0,0,0,0,0,1,0,2,2,5,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Miami-Dade,0,3,2,0,0,0,1,2,,2,5,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Orange,1,1,1,0,0,0,0,2,0,1,3,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Osceola,1,0,1,0,0,0,1,0,1,0,2,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Pasco,1,0,1,0,0,0,1,1,0,0,2,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Santa Rosa,0,0,1,0,0,0,0,0,0,1,1,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Sarasota,1,0,0,0,0,0,0,0,0,1,1,81602,27.664827,-81.515754
Florida,Metropolitan Counties,St. Johns,1,0,0,0,0,0,0,0,0,1,1,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Sumter,1,0,1,0,0,0,2,0,0,0,2,81602,27.664827,-81.515754
Florida,Metropolitan Counties,Volusia,1,0,0,0,0,0,1,0,0,0,1,81602,27.664827,-81.515754
Florida,Other Agencies,Fort Lauderdale Airport,1,0,0,0,0,0,0,0,1,0,1,81602,27.664827,-81.515754
Georgia,Cities,Albany,1,0,0,0,0,0,0,0,1,0,1,74989,32.157435,-82.907123
Georgia,Cities,Atlanta,0,1,0,0,0,0,1,0,0,,1,507369,32.157435,-82.907123
Georgia,Cities,Brookhaven,1,0,1,0,0,0,0,0,0,2,2,54734,32.157435,-82.907123
Georgia,Cities,Cartersville,1,0,0,0,0,0,1,0,0,0,1,21322,32.157435,-82.907123
Georgia,Cities,College Park,1,0,0,0,0,0,0,0,0,1,1,15278,32.157435,-82.907123
Georgia,Cities,Columbus,1,1,0,0,0,0,,1,1,,2,194356,32.157435,-82.907123
Georgia,Cities,Douglasville,2,0,0,0,0,0,0,0,0,2,2,34609,32.157435,-82.907123
Georgia,Cities,Dunwoody,3,0,1,0,0,0,2,1,0,1,4,49868,32.157435,-82.907123
Georgia,Cities,Emerson,0,1,0,0,0,0,0,0,1,0,1,1603,32.157435,-82.907123
Georgia,Cities,Fayetteville,0,0,0,0,1,0,0,0,0,1,1,18041,32.157435,-82.907123
Georgia,Cities,Garden City,1,0,0,0,0,0,1,0,0,0,1,8854,32.157435,-82.907123
Georgia,Cities,Glennville,0,0,1,0,0,0,0,0,0,1,1,5084,32.157435,-82.907123
Georgia,Cities,Griffin,3,0,0,0,0,0,0,0,0,3,3,22840,32.157435,-82.907123
Georgia,Cities,Johns Creek,2,0,0,0,0,0,0,0,0,2,2,85258,32.157435,-82.907123
Georgia,Cities,Kennesaw,3,1,0,0,0,0,0,0,0,4,4,34641,32.157435,-82.907123
Georgia,Cities,Lilburn,1,0,0,0,0,0,0,0,0,1,1,12769,32.157435,-82.907123
Georgia,Cities,Manchester,2,0,0,0,0,0,0,1,1,0,2,3958,32.157435,-82.907123
Georgia,Cities,Marietta,1,0,0,0,0,0,0,0,0,1,1,61324,32.157435,-82.907123
Georgia,Cities,Milledgeville,4,0,0,0,0,0,0,0,0,4,4,18655,32.157435,-82.907123
Georgia,Cities,Monroe,1,0,0,0,0,0,0,0,0,1,1,13662,32.157435,-82.907123
Georgia,Cities,Newnan,1,0,0,0,0,0,0,0,0,1,1,40720,32.157435,-82.907123
Georgia,Cities,Omega,0,0,0,0,0,1,,,,1,1,1222,32.157435,-82.907123
Georgia,Cities,Sandy Springs,4,1,0,1,0,0,0,1,1,4,6,110760,32.157435,-82.907123
Georgia,Cities,Smyrna,2,0,0,0,0,0,0,0,0,2,2,57423,32.157435,-82.907123
Georgia,Cities,Snellville,1,0,0,0,0,0,0,0,0,1,1,20113,32.157435,-82.907123
Georgia,Cities,Sparta,4,0,0,0,0,0,0,0,0,4,4,1209,32.157435,-82.907123
Georgia,Cities,Suwanee,1,0,0,0,0,0,0,1,0,0,1,21331,32.157435,-82.907123
Georgia,Cities,Warner Robins,7,0,0,0,0,0,0,0,0,7,7,76623,32.157435,-82.907123
Georgia,Universities and Colleges,Fort Valley State University,4,0,0,0,0,0,0,0,0,4,4,3044,32.157435,-82.907123
Georgia,Metropolitan Counties,Cherokee,0,1,0,0,0,0,0,0,0,1,1,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Cobb County Police Department,11,1,2,0,0,0,3,4,2,5,14,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Coweta,0,0,1,0,0,0,0,0,1,0,1,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Douglas,1,0,0,0,0,1,0,0,0,2,2,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Fayette,1,0,0,0,0,0,0,0,0,1,1,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Forsyth,2,0,0,0,0,0,0,0,0,2,2,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Hall,1,0,0,1,0,0,0,1,1,0,2,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Haralson,1,0,0,0,0,0,,,0,1,1,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Lee,0,0,0,0,1,0,0,0,1,0,1,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Murray,0,1,0,0,0,0,,0,0,1,1,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Newton,0,0,0,0,0,1,0,0,1,0,1,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Paulding,1,0,0,0,0,0,0,0,0,1,1,21322,32.157435,-82.907123
Georgia,Metropolitan Counties,Whitfield,1,0,0,0,0,0,0,0,1,,1,21322,32.157435,-82.907123
Georgia,Nonmetropolitan Counties,Banks,0,0,0,1,0,0,1,0,0,,1,21322,32.157435,-82.907123
Georgia,Nonmetropolitan Counties,Decatur,1,0,0,0,0,0,0,0,0,1,1,21322,32.157435,-82.907123
Georgia,Nonmetropolitan Counties,Fannin,1,0,0,0,0,0,0,0,0,1,1,21322,32.157435,-82.907123
Georgia,Nonmetropolitan Counties,Montgomery,1,0,0,0,0,0,,,1,0,1,21322,32.157435,-82.907123
Georgia,Nonmetropolitan Counties,Pierce,1,0,0,0,1,0,2,0,0,0,2,21322,32.157435,-82.907123
Georgia,Other Agencies,Atlanta Public Schools,1,0,0,0,0,0,0,0,0,1,1,21322,32.157435,-82.907123
Georgia,Other Agencies,Fulton County School System,0,1,0,1,0,0,0,0,0,2,2,21322,32.157435,-82.907123
Georgia,Other Agencies,Gwinnett County Public Schools,1,0,0,0,0,0,0,0,1,0,1,21322,32.157435,-82.907123
Hawaii,Cities,Honolulu,30,2,9,0,0,0,15,7,12,7,41,974902,19.898682,-155.665857
Idaho,Cities,Boise,6,0,2,0,0,0,3,2,1,2,8,231314,44.068202,-114.742041
Idaho,Cities,Chubbuck,1,0,0,0,0,0,1,0,0,0,1,15490,44.068202,-114.742041
Idaho,Cities,Coeur d'Alene,3,0,0,0,0,0,0,0,0,3,3,52256,44.068202,-114.742041
Idaho,Cities,Jerome,1,0,0,0,0,0,1,0,0,0,1,11921,44.068202,-114.742041
Idaho,Cities,Pocatello,0,0,1,0,0,0,0,1,0,0,1,56514,44.068202,-114.742041
Idaho,Cities,Post Falls,1,0,1,0,0,0,1,0,1,0,2,35649,44.068202,-114.742041
Idaho,Metropolitan Counties,Bonneville,3,0,0,1,0,0,0,3,0,1,4,43952.5,44.068202,-114.742041
Idaho,Nonmetropolitan Counties,Cassia,3,0,0,0,0,0,0,1,2,0,3,43952.5,44.068202,-114.742041
Idaho,Nonmetropolitan Counties,Idaho,0,1,0,0,0,0,1,0,0,0,1,43952.5,44.068202,-114.742041
Illinois,Cities,Aurora,0,1,0,0,0,0,0,0,0,1,1,199784,40.633125,-89.398528
Illinois,Cities,Bartonville,0,0,1,0,0,0,1,0,0,0,1,6137,40.633125,-89.398528
Illinois,Cities,Bloomingdale,0,1,0,0,0,0,1,0,,0,1,21872,40.633125,-89.398528
Illinois,Cities,Bolingbrook,0,0,2,0,0,0,0,1,,1,2,75394,40.633125,-89.398528
Illinois,Cities,Chicago,18,5,11,0,0,6,13,17,9,0,39,2707064,40.633125,-89.398528
Illinois,Cities,DeKalb,1,0,0,0,0,0,0,1,0,0,1,42428,40.633125,-89.398528
Illinois,Cities,Elk Grove Village,1,0,0,0,0,0,0,1,0,0,1,32371,40.633125,-89.398528
Illinois,Cities,Fairview Heights,1,0,0,0,0,0,0,0,0,1,1,16368,40.633125,-89.398528
Illinois,Cities,Farmington,1,0,0,0,0,0,0,1,0,0,1,2236,40.633125,-89.398528
Illinois,Cities,Galesburg,0,1,0,0,0,0,1,0,0,0,1,30220,40.633125,-89.398528
Illinois,Cities,Genoa,0,1,0,0,0,0,0,1,0,,1,5211,40.633125,-89.398528
Illinois,Cities,Hoopeston,1,0,0,0,0,0,1,0,0,0,1,5046,40.633125,-89.398528
Illinois,Cities,Joliet,0,0,1,0,0,0,1,0,0,0,1,148155,40.633125,-89.398528
Illinois,Cities,Montgomery,1,0,0,0,0,0,0,0,1,0,1,19927,40.633125,-89.398528
Illinois,Cities,Pingree Grove,1,0,0,0,0,0,0,0,1,0,1,9765,40.633125,-89.398528
Illinois,Cities,Pontiac,1,0,0,0,0,0,1,0,0,0,1,11211,40.633125,-89.398528
Illinois,Cities,Rockford,1,0,2,0,0,0,1,1,1,0,3,145719,40.633125,-89.398528
Illinois,Cities,Springfield,1,0,0,0,0,0,0,0,0,1,1,114393,40.633125,-89.398528
Illinois,Cities,Steger,1,0,0,0,0,0,0,1,0,0,1,9301,40.633125,-89.398528
Illinois,Cities,Streamwood,1,0,0,0,0,0,0,0,1,0,1,39529,40.633125,-89.398528
Illinois,Metropolitan Counties,Lake,1,0,0,0,0,0,0,,,1,1,26046,40.633125,-89.398528
Illinois,Metropolitan Counties,Peoria,2,0,0,0,0,0,0,1,1,0,2,26046,40.633125,-89.398528
Illinois,Metropolitan Counties,Sangamon,1,0,0,0,0,0,0,1,0,0,1,26046,40.633125,-89.398528
Indiana,Cities,Bloomington,1,0,0,0,0,0,1,0,0,0,1,85542,40.551217,-85.602364
Indiana,Cities,Columbus,2,0,1,0,0,0,0,1,0,2,3,47991,40.551217,-85.602364
Indiana,Cities,Evansville,1,0,0,0,0,0,,1,,,1,117700,40.551217,-85.602364
Indiana,Cities,Fort Wayne,1,1,1,0,0,0,1,1,1,0,3,269366,40.551217,-85.602364
Indiana,Cities,Frankfort,1,0,0,0,0,0,,,1,,1,15759,40.551217,-85.602364
Indiana,Cities,Hammond,5,0,1,0,0,0,2,1,3,,6,75201,40.551217,-85.602364
Indiana,Cities,Hobart,2,0,0,0,0,0,0,0,1,1,2,27880,40.551217,-85.602364
Indiana,Cities,Indianapolis,13,5,3,0,0,1,5,3,8,6,22,883699,40.551217,-85.602364
Indiana,Cities,Lafayette,6,2,2,0,0,0,,4,4,2,10,72585,40.551217,-85.602364
Indiana,Cities,Leavenworth,0,0,1,0,0,0,,0,,1,1,232,40.551217,-85.602364
Indiana,Cities,Linton,1,1,0,0,0,0,,0,2,,2,5185,40.551217,-85.602364
Indiana,Cities,Plainfield,3,0,1,0,0,0,,,2,1,3,35317,40.551217,-85.602364
Indiana,Cities,Schererville,0,1,0,0,0,0,,1,0,0,1,28412,40.551217,-85.602364
Indiana,Cities,South Bend,4,1,0,0,0,1,2,1,2,1,6,101944,40.551217,-85.602364
Indiana,Cities,Terre Haute,3,0,0,0,0,0,1,0,2,0,3,60749,40.551217,-85.602364
Indiana,Universities and Colleges,Butler University,0,0,1,0,0,0,1,,,,1,5306,40.551217,-85.602364
Indiana,Universities and Colleges,University of Indianapolis,0,1,0,0,0,0,,,1,0,1,54370,40.551217,-85.602364
Indiana,Metropolitan Counties,La Porte,1,0,0,0,0,0,0,0,1,0,1,54370,40.551217,-85.602364
Indiana,Metropolitan Counties,Madison,1,0,0,0,0,0,0,0,0,1,1,54370,40.551217,-85.602364
Indiana,Metropolitan Counties,Porter,0,1,0,0,0,0,0,0,1,0,1,54370,40.551217,-85.602364
Indiana,Metropolitan Counties,St. Joseph,1,0,0,0,0,0,0,0,0,1,1,54370,40.551217,-85.602364
Indiana,Metropolitan Counties,Vigo,1,0,2,0,0,0,0,0,2,1,3,54370,40.551217,-85.602364
Indiana,State Police Agencies,Greene County,0,0,1,0,0,0,0,0,1,0,1,54370,40.551217,-85.602364
Iowa,Cities,Ames,0,0,2,0,0,0,0,1,1,0,2,68237,41.878003,-93.097702
Iowa,Cities,Clive,0,0,1,0,0,0,0,0,0,1,1,17305,41.878003,-93.097702
Iowa,Cities,Davenport,1,0,0,0,0,0,0,0,0,1,1,102392,41.878003,-93.097702
Iowa,Cities,Dubuque,1,0,0,0,0,0,0,0,1,0,1,57973,41.878003,-93.097702
Iowa,Cities,Iowa City,2,0,0,0,0,0,0,2,0,0,2,77390,41.878003,-93.097702
Iowa,Cities,Sioux City,0,0,1,0,0,0,1,0,0,0,1,82339,41.878003,-93.097702
Iowa,Cities,Waterloo,1,0,0,0,0,0,0,0,1,0,1,67723,41.878003,-93.097702
Iowa,Universities and Colleges,Iowa State University,1,0,0,0,0,0,0,0,0,1,1,39108,41.878003,-93.097702
Kansas,Cities,Atchison,1,0,0,0,0,0,0,1,0,0,1,10509,39.011902,-98.484246
Kansas,Cities,Basehor,0,1,0,0,0,0,0,0,0,1,1,6418,39.011902,-98.484246
Kansas,Cities,Bel Aire,0,1,0,0,0,0,1,0,0,0,1,8252,39.011902,-98.484246
Kansas,Cities,Bonner Springs,1,0,0,0,0,0,0,1,0,0,1,7850,39.011902,-98.484246
Kansas,Cities,Cherryvale,0,1,0,0,0,0,0,1,0,0,1,2127,39.011902,-98.484246
Kansas,Cities,Clay Center,0,0,0,1,0,0,0,0,1,0,1,3946,39.011902,-98.484246
Kansas,Cities,Coffeyville,0,1,0,0,0,0,0,0,0,1,1,9260,39.011902,-98.484246
Kansas,Cities,Columbus,1,0,0,0,0,0,0,0,0,1,1,3042,39.011902,-98.484246
Kansas,Cities,Concordia,1,0,1,0,0,0,0,0,0,2,2,4904,39.011902,-98.484246
Kansas,Cities,Dodge City,2,0,0,0,0,0,0,1,0,1,2,27314,39.011902,-98.484246
Kansas,Cities,El Dorado,1,0,0,0,0,0,0,0,1,0,1,12899,39.011902,-98.484246
Kansas,Cities,Garden City,1,0,1,0,0,0,2,0,0,0,2,26509,39.011902,-98.484246
Kansas,Cities,Gardner,1,0,0,0,0,0,0,0,1,0,1,22229,39.011902,-98.484246
Kansas,Cities,Garnett,1,0,0,0,0,0,0,0,0,1,1,3244,39.011902,-98.484246
Kansas,Cities,Goodland,0,1,0,0,0,0,1,0,0,0,1,4374,39.011902,-98.484246
Kansas,Cities,Hays,1,0,0,0,0,0,0,0,1,0,1,20894,39.011902,-98.484246
Kansas,Cities,Haysville,0,1,0,0,0,0,1,0,0,0,1,11319,39.011902,-98.484246
Kansas,Cities,Hiawatha,1,1,0,0,0,0,0,1,1,0,2,3119,39.011902,-98.484246
Kansas,Cities,Hillsboro,1,0,0,1,0,0,2,0,0,0,2,2814,39.011902,-98.484246
Kansas,Cities,Hoisington,1,0,0,0,0,0,0,1,0,0,1,2486,39.011902,-98.484246
Kansas,Cities,Hutchinson,2,0,0,0,0,0,1,0,1,0,2,40431,39.011902,-98.484246
Kansas,Cities,Independence,0,0,1,0,0,0,0,0,1,0,1,8497,39.011902,-98.484246
Kansas,Cities,Larned,1,0,0,0,0,0,0,1,0,0,1,3739,39.011902,-98.484246
Kansas,Cities,Leavenworth,2,0,0,0,0,0,0,0,2,0,2,36149,39.011902,-98.484246
Kansas,Cities,Leawood,0,0,0,1,0,0,1,0,0,0,1,35052,39.011902,-98.484246
Kansas,Cities,Lindsborg,0,1,0,0,0,0,0,1,0,0,1,3269,39.011902,-98.484246
Kansas,Cities,Maize,0,1,0,0,0,0,1,0,0,0,1,4836,39.011902,-98.484246
Kansas,Cities,Paola,1,0,0,0,0,0,0,1,0,0,1,5676,39.011902,-98.484246
Kansas,Cities,Salina,6,0,0,0,0,2,1,6,0,1,8,46567,39.011902,-98.484246
Kansas,Cities,Shawnee,2,0,0,0,0,0,0,1,1,0,2,66300,39.011902,-98.484246
Kansas,Cities,Tonganoxie,1,1,0,0,0,0,1,0,0,1,2,5591,39.011902,-98.484246
Kansas,Cities,Topeka,1,0,0,0,0,0,1,0,0,0,1,125655,39.011902,-98.484246
Kansas,Cities,Valley Center,0,1,0,0,0,0,0,0,1,0,1,7376,39.011902,-98.484246
Kansas,Cities,Wichita,2,0,2,0,0,0,1,0,2,1,4,390080,39.011902,-98.484246
Kansas,Cities,Winfield,0,1,0,0,0,0,0,0,0,1,1,12023,39.011902,-98.484246
Kansas,Universities and Colleges,Main Campus,1,0,0,0,0,0,1,0,0,0,1,31136,39.011902,-98.484246
Kansas,Universities and Colleges,Medical Center,1,0,0,0,0,0,1,0,0,0,1,8878.5,39.011902,-98.484246
Kansas,Metropolitan Counties,Doniphan,0,1,0,0,0,0,0,0,1,0,1,8878.5,39.011902,-98.484246
Kansas,Metropolitan Counties,Jefferson,0,2,0,0,1,0,0,2,1,0,3,8878.5,39.011902,-98.484246
Kansas,Metropolitan Counties,Johnson,1,0,0,0,0,0,0,1,0,0,1,8878.5,39.011902,-98.484246
Kansas,Metropolitan Counties,Pottawatomie,0,1,0,0,0,0,0,1,0,0,1,8878.5,39.011902,-98.484246
Kansas,Metropolitan Counties,Riley County Police Department,0,0,1,0,0,0,0,0,1,0,1,8878.5,39.011902,-98.484246
Kansas,Metropolitan Counties,Sedgwick,0,2,0,0,0,0,0,2,0,0,2,8878.5,39.011902,-98.484246
Kansas,Nonmetropolitan Counties,Barton,0,1,0,0,0,0,0,1,0,0,1,8878.5,39.011902,-98.484246
Kansas,Nonmetropolitan Counties,Edwards,0,1,0,0,0,0,1,0,0,0,1,8878.5,39.011902,-98.484246
Kansas,Nonmetropolitan Counties,Labette,0,3,0,0,0,0,1,1,0,1,3,8878.5,39.011902,-98.484246
Kansas,Nonmetropolitan Counties,McPherson,0,1,0,0,0,0,1,0,0,0,1,8878.5,39.011902,-98.484246
Kansas,Nonmetropolitan Counties,Nemaha,0,1,1,0,0,0,0,1,1,0,2,8878.5,39.011902,-98.484246
Kansas,Nonmetropolitan Counties,Saline,1,0,0,0,0,0,0,0,0,1,1,8878.5,39.011902,-98.484246
Kansas,Nonmetropolitan Counties,Thomas,1,0,0,0,0,0,0,1,0,0,1,8878.5,39.011902,-98.484246
