State,Agency Type,Agency,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Annual Hate crime,Population,State_Lat,State_Long
Kentucky,Cities,Hopkinsville,2,0,0,0,0,0,1,1,0,0,2,30895,37.839333,-84.270018
Kentucky,Cities,Jeffersontown,1,0,1,0,0,0,1,1,0,0,2,28015,37.839333,-84.270018
Kentucky,Cities,La Grange,1,0,0,0,0,0,1,0,0,0,1,9080,37.839333,-84.270018
Kentucky,Cities,Leitchfield,1,0,1,0,0,0,2,0,0,0,2,6852,37.839333,-84.270018
Kentucky,Cities,Lexington2,15,1,2,0,0,0,4,5,5,3,17,326070,37.839333,-84.270018
Kentucky,Cities,Louisville Metro,4,4,2,0,0,1,2,3,2,4,11,675501,37.839333,-84.270018
Kentucky,Cities,Mayfield,1,0,0,0,0,0,0,0,1,0,1,9851,37.839333,-84.270018
Kentucky,Cities,Maysville,2,0,0,0,0,0,0,2,0,0,2,8750,37.839333,-84.270018
Kentucky,Cities,Morehead,1,0,0,0,0,0,0,0,0,1,1,7736,37.839333,-84.270018
Kentucky,Cities,Newport,1,0,1,0,0,0,1,0,0,1,2,14965,37.839333,-84.270018
Kentucky,Cities,Nicholasville,1,0,0,0,0,0,1,0,0,0,1,31188,37.839333,-84.270018
Kentucky,Cities,Owensboro,5,0,0,0,0,0,0,0,4,1,5,60107,37.839333,-84.270018
Kentucky,Cities,Paducah,3,2,1,0,0,0,1,2,2,1,6,24832,37.839333,-84.270018
Kentucky,Cities,Radcliff,2,0,0,0,0,0,0,0,2,0,2,22998,37.839333,-84.270018
Kentucky,Cities,Richmond,1,0,0,0,0,0,1,0,0,0,1,36458,37.839333,-84.270018
Kentucky,Cities,Russell Springs,1,0,0,0,0,0,0,1,0,0,1,2632,37.839333,-84.270018
Kentucky,Cities,Shively,2,0,0,0,0,0,0,1,1,0,2,15845,37.839333,-84.270018
Kentucky,Cities,Simpsonville,0,0,1,0,0,0,1,0,0,0,1,2945,37.839333,-84.270018
Kentucky,Cities,Stanton,1,0,0,0,0,0,0,1,0,0,1,2651,37.839333,-84.270018
Kentucky,Cities,St. Matthews,0,0,0,0,1,0,0,0,0,1,1,18275,37.839333,-84.270018
Kentucky,Cities,Versailles,1,0,0,0,0,1,1,0,0,1,2,26625,37.839333,-84.270018
Kentucky,Cities,West Buechel,1,0,0,0,0,0,1,0,0,0,1,1285,37.839333,-84.270018
Kentucky,Cities,Winchester,0,0,0,0,0,1,0,1,0,0,1,18605,37.839333,-84.270018
Kentucky,Universities and Colleges,University of Kentucky,1,0,0,0,0,0,1,0,0,0,1,31102,37.839333,-84.270018
Kentucky,Universities and Colleges,University of Louisville,1,0,1,0,0,0,1,0,0,1,2,24828,37.839333,-84.270018
Kentucky,Universities and Colleges,Western Kentucky University,1,0,0,0,0,0,0,0,0,1,1,24560,37.839333,-84.270018
Kentucky,Metropolitan Counties,Boone,4,1,3,0,1,0,1,2,3,1,7,20222,37.839333,-84.270018
Kentucky,Metropolitan Counties,Bourbon,0,0,1,0,0,0,0,0,1,0,1,20222,37.839333,-84.270018
Kentucky,Metropolitan Counties,Campbell County Police Department,1,0,0,0,0,0,0,0,1,0,1,20222,37.839333,-84.270018
Kentucky,Metropolitan Counties,Christian,1,0,0,0,0,0,1,0,0,0,1,20222,37.839333,-84.270018
Kentucky,Metropolitan Counties,Daviess,1,0,0,0,0,0,0,1,0,0,1,20222,37.839333,-84.270018
Kentucky,Metropolitan Counties,Grant,1,0,0,0,0,0,1,0,0,0,1,20222,37.839333,-84.270018
Kentucky,Metropolitan Counties,Hardin,1,0,0,0,0,0,0,1,0,0,1,20222,37.839333,-84.270018
Kentucky,Metropolitan Counties,Warren,0,1,1,0,0,0,1,0,1,0,2,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Boyle,2,0,0,0,0,0,2,0,0,0,2,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Franklin,1,0,0,0,0,0,1,0,0,0,1,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Fulton,0,0,1,0,0,0,0,0,0,1,1,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Harrison,1,0,0,0,0,0,0,1,0,0,1,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Hopkins,2,0,0,0,0,0,1,0,0,1,2,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Knox,1,1,0,0,0,0,0,0,0,1,1,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Logan,0,0,1,0,0,0,1,0,0,0,1,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Madison,1,0,0,0,0,0,0,0,0,1,1,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Marshall,1,0,0,0,0,0,1,0,0,0,1,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,McCracken,2,0,0,0,0,0,0,0,1,1,2,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Pulaski,1,0,0,0,0,0,1,0,0,0,1,20222,37.839333,-84.270018
Kentucky,Nonmetropolitan Counties,Todd,1,0,0,0,0,0,0,0,0,1,1,20222,37.839333,-84.270018
Kentucky,State Police Agencies,Bowling Green,2,0,0,0,0,0,1,0,1,0,2,20222,37.839333,-84.270018
Kentucky,State Police Agencies,Elizabethtown,2,2,0,0,0,0,0,0,1,2,3,20222,37.839333,-84.270018
Kentucky,State Police Agencies,Mayfield,1,0,1,0,0,0,0,1,0,0,1,20222,37.839333,-84.270018
Kentucky,State Police Agencies,Richmond,1,0,0,0,0,0,0,1,0,0,1,20222,37.839333,-84.270018
Kentucky,Other Agencies,Fayette County Schools,1,0,0,0,0,0,0,1,0,0,1,20222,37.839333,-84.270018
Kentucky,Other Agencies,Greater Hardin County Narcotics Task Force,1,0,0,0,0,0,1,0,0,0,1,20222,37.839333,-84.270018
Kentucky,Other Agencies,Jefferson County School District,2,0,0,0,0,1,0,1,1,1,3,20222,37.839333,-84.270018
Kentucky,Other Agencies,Metcalfe County Schools,1,0,0,0,0,0,,0,0,1,1,20222,37.839333,-84.270018
Louisiana,Cities,Baton Rouge,0,0,1,0,0,0,0,1,0,0,1,220648,31.244823,-92.145024
Louisiana,Cities,New Orleans,2,0,3,0,0,0,2,1,1,1,5,394498,31.244823,-92.145024
Louisiana,Cities,Thibodaux,1,1,0,1,0,0,0,1,1,1,3,14587,31.244823,-92.145024
Louisiana,Cities,West Monroe,0,2,0,0,0,0,1,0,1,0,2,12350,31.244823,-92.145024
Louisiana,Metropolitan Counties,Ascension,0,1,0,0,0,0,0,0,1,0,1,117617.5,31.244823,-92.145024
Louisiana,Metropolitan Counties,Bossier,1,0,1,1,0,0,1,2,0,0,3,117617.5,31.244823,-92.145024
Louisiana,Metropolitan Counties,Calcasieu,2,2,2,0,0,0,1,1,2,2,6,117617.5,31.244823,-92.145024
Louisiana,Metropolitan Counties,Lafourche,0,1,0,0,0,0,0,0,1,0,1,117617.5,31.244823,-92.145024
Louisiana,Metropolitan Counties,St. James,1,0,0,0,0,0,0,0,0,1,1,117617.5,31.244823,-92.145024
Louisiana,Nonmetropolitan Counties,Evangeline,0,1,0,0,0,0,0,1,0,0,1,117617.5,31.244823,-92.145024
Louisiana,Nonmetropolitan Counties,Madison,2,0,0,0,0,0,2,0,0,0,2,117617.5,31.244823,-92.145024
Maine,Cities,Augusta,0,1,1,0,0,0,0,1,0,1,2,18629,45.253783,-69.445469
Maine,Cities,Biddeford,0,0,1,0,0,0,0,0,1,0,1,21545,45.253783,-69.445469
Maine,Cities,Lewiston,2,0,0,0,0,0,0,0,0,2,2,35865,45.253783,-69.445469
Maine,Cities,Portland,4,0,1,0,0,0,1,1,2,1,5,66458,45.253783,-69.445469
Maine,Cities,Rockland,1,0,0,0,0,0,0,0,1,0,1,7128,45.253783,-69.445469
Maine,Cities,Saco,1,0,3,0,0,0,1,2,1,0,4,19908,45.253783,-69.445469
Maine,Cities,Sanford,0,0,1,0,0,0,0,1,0,0,1,21233,45.253783,-69.445469
Maine,Cities,South Portland,0,1,0,0,0,0,0,0,0,1,1,25686,45.253783,-69.445469
Maine,Nonmetropolitan Counties,Franklin,1,0,0,0,0,0,0,0,0,1,1,21389,45.253783,-69.445469
Maine,State Police Agencies,Maine State Police,1,0,0,0,0,0,1,0,0,0,1,21389,45.253783,-69.445469
Maryland,Cities,Takoma Park,0,0,1,0,0,0,0,0,1,0,1,17893,9.045755,-76.641271
Maryland,Cities,Westminster,1,0,0,0,0,0,1,0,0,0,1,18664,9.045755,-76.641271
Maryland,Universities and Colleges,University of Maryland: Baltimore County,0,0,0,1,0,0,1,0,0,0,1,15681,9.045755,-76.641271
Maryland,Universities and Colleges,University of Maryland: College Park,1,0,0,0,0,0,0,0,1,0,1,44052,9.045755,-76.641271
Maryland,Metropolitan Counties,Carroll,1,0,0,0,0,0,1,0,0,0,1,18278.5,9.045755,-76.641271
Maryland,Metropolitan Counties,Harford,1,0,0,0,0,0,0,,1,0,1,18278.5,9.045755,-76.641271
Maryland,Metropolitan Counties,Montgomery County Police Department,0,3,1,0,0,0,2,2,0,0,4,18278.5,9.045755,-76.641271
Maryland,Metropolitan Counties,Prince George's County Police Department,2,1,5,0,0,0,1,0,2,4,7,18278.5,9.045755,-76.641271
Maryland,Other Agencies,Natural Resources Police,1,0,0,0,0,0,1,0,0,0,1,18278.5,9.045755,-76.641271
Massachusetts,Cities,Acton,4,2,0,0,0,0,2,1,2,1,6,23780,42.407211,-71.382437
Massachusetts,Cities,Amherst,0,0,0,0,1,0,0,1,0,0,1,39603,42.407211,-71.382437
Massachusetts,Cities,Andover,0,2,0,0,0,0,0,0,1,1,2,36547,42.407211,-71.382437
Massachusetts,Cities,Arlington,3,3,2,0,0,1,1,3,1,2,7,45614,42.407211,-71.382437
Massachusetts,Cities,Ashburnham,0,0,1,0,0,0,0,1,0,0,1,6330,42.407211,-71.382437
Massachusetts,Cities,Attleboro,0,0,1,0,0,0,0,1,0,0,1,44959,42.407211,-71.382437
Massachusetts,Cities,Barnstable,3,3,0,0,0,0,2,0,3,0,5,44032,42.407211,-71.382437
Massachusetts,Cities,Belmont,1,0,0,0,0,0,0,0,0,1,1,26331,42.407211,-71.382437
Massachusetts,Cities,Boston,113,26,47,0,1,1,39,57,39,42,177,698941,42.407211,-71.382437
Massachusetts,Cities,Braintree,1,1,0,0,0,0,0,0,2,0,2,37145,42.407211,-71.382437
Massachusetts,Cities,Brewster,0,0,1,0,0,0,0,0,1,0,1,9725,42.407211,-71.382437
Massachusetts,Cities,Brockton,2,0,0,0,0,0,2,0,0,0,2,95287,42.407211,-71.382437
Massachusetts,Cities,Brookline,4,2,0,0,0,0,1,1,1,3,6,58928,42.407211,-71.382437
Massachusetts,Cities,Cambridge,9,6,3,0,0,2,4,4,5,5,18,119908,42.407211,-71.382437
Massachusetts,Cities,Chilmark,1,0,0,0,0,0,0,1,0,0,1,920,42.407211,-71.382437
Massachusetts,Cities,Concord,1,0,0,0,0,0,1,0,0,0,1,19253,42.407211,-71.382437
Massachusetts,Cities,Danvers,2,2,0,0,0,0,0,1,0,2,3,27664,42.407211,-71.382437
Massachusetts,Cities,Dracut,1,0,0,0,0,0,0,0,1,0,1,31786,42.407211,-71.382437
Massachusetts,Cities,Easthampton,0,0,1,0,0,0,0,1,0,0,1,15979,42.407211,-71.382437
Massachusetts,Cities,Edgartown,1,0,0,0,0,0,0,0,1,0,1,4362,42.407211,-71.382437
Massachusetts,Cities,Everett,1,0,0,0,0,0,0,0,1,0,1,47195,42.407211,-71.382437
Massachusetts,Cities,Fall River,0,1,0,0,0,0,1,0,0,0,1,89066,42.407211,-71.382437
Massachusetts,Cities,Framingham,0,1,0,0,0,0,0,1,0,0,1,73127,42.407211,-71.382437
Massachusetts,Cities,Gloucester,1,0,0,0,0,0,0,0,1,0,1,30362,42.407211,-71.382437
Massachusetts,Cities,Greenfield,1,1,1,0,0,0,1,1,1,0,3,17464,42.407211,-71.382437
Massachusetts,Cities,Hamilton,1,1,0,0,0,0,0,0,1,0,1,8075,42.407211,-71.382437
Massachusetts,Cities,Haverhill,4,2,1,0,0,0,0,3,2,1,6,63935,42.407211,-71.382437
Massachusetts,Cities,Hingham,1,0,0,0,0,0,0,1,0,0,1,23960,42.407211,-71.382437
Massachusetts,Cities,Hull,1,1,0,0,0,0,0,0,1,0,1,10402,42.407211,-71.382437
Massachusetts,Cities,Kingston,0,1,0,0,0,0,0,0,1,0,1,13758,42.407211,-71.382437
Massachusetts,Cities,Leominster,1,0,0,0,0,0,0,0,0,1,1,41631,42.407211,-71.382437
Massachusetts,Cities,Lynn,2,4,1,0,0,0,0,2,5,0,7,94449,42.407211,-71.382437
Massachusetts,Cities,Malden,2,1,0,0,0,0,0,1,0,2,3,60746,42.407211,-71.382437
Massachusetts,Cities,Manchester-by-the-Sea,0,3,0,0,0,0,3,0,0,0,3,5423,42.407211,-71.382437
Massachusetts,Cities,Medford,1,3,0,0,0,0,0,1,1,2,4,57484,42.407211,-71.382437
Massachusetts,Cities,Medway,0,1,0,0,0,0,1,0,0,0,1,13405,42.407211,-71.382437
Massachusetts,Cities,Methuen,0,1,0,0,0,0,0,1,0,0,1,50727,42.407211,-71.382437
Massachusetts,Cities,Milton,1,0,1,0,0,0,1,1,0,0,2,27471,42.407211,-71.382437
Massachusetts,Cities,Montague,0,1,0,0,0,0,0,0,0,1,1,8298,42.407211,-71.382437
Massachusetts,Cities,Natick,1,0,1,0,0,0,1,0,1,0,2,36358,42.407211,-71.382437
Massachusetts,Cities,Needham,0,1,0,0,0,0,0,1,0,0,1,31275,42.407211,-71.382437
Massachusetts,Cities,Newburyport,1,0,1,0,0,0,0,2,0,0,2,18158,42.407211,-71.382437
Massachusetts,Cities,Newton,2,1,2,0,0,1,3,0,0,2,5,88658,42.407211,-71.382437
Massachusetts,Cities,North Andover,0,1,0,0,0,0,0,1,0,0,1,31428,42.407211,-71.382437
Massachusetts,Cities,Northampton,1,0,2,0,0,0,0,2,0,1,3,28735,42.407211,-71.382437
Massachusetts,Cities,Oak Bluffs,2,0,0,0,0,0,1,0,1,0,2,4681,42.407211,-71.382437
Massachusetts,Cities,Pepperell,0,1,0,0,0,0,0,1,0,0,1,12146,42.407211,-71.382437
Massachusetts,Cities,Pittsfield,0,0,1,0,0,0,0,0,1,0,1,42268,42.407211,-71.382437
Massachusetts,Cities,Provincetown,4,0,1,0,0,0,1,2,1,1,5,2939,42.407211,-71.382437
Massachusetts,Cities,Quincy,3,2,2,0,0,0,2,2,2,1,7,94113,42.407211,-71.382437
Massachusetts,Cities,Randolph,1,0,0,0,0,0,0,0,0,1,1,34385,42.407211,-71.382437
Massachusetts,Cities,Revere,1,0,0,0,0,0,0,0,0,1,1,53654,42.407211,-71.382437
Massachusetts,Cities,Salem,1,3,5,0,0,1,1,4,1,2,8,43443,42.407211,-71.382437
Massachusetts,Cities,Sharon,0,1,0,0,0,0,0,1,0,0,1,18973,42.407211,-71.382437
Massachusetts,Cities,Somerville,3,2,0,0,0,0,1,1,1,2,5,81668,42.407211,-71.382437
Massachusetts,Cities,Spencer,1,1,0,0,0,0,0,0,2,0,2,11911,42.407211,-71.382437
Massachusetts,Cities,Springfield,7,0,1,1,0,0,1,2,2,3,8,154306,42.407211,-71.382437
Massachusetts,Cities,Sturbridge,1,0,0,0,0,0,0,1,0,0,1,9611,42.407211,-71.382437
Massachusetts,Cities,Sunderland,1,1,0,0,0,0,0,0,1,0,1,3656,42.407211,-71.382437
Massachusetts,Cities,Swampscott,1,1,1,0,0,0,1,0,1,1,3,15296,42.407211,-71.382437
Massachusetts,Cities,Tewksbury,0,0,1,0,0,0,0,1,0,0,1,31424,42.407211,-71.382437
Massachusetts,Cities,Tisbury,0,0,1,0,0,0,0,1,0,0,1,4116,42.407211,-71.382437
Massachusetts,Cities,Waltham,2,0,0,0,0,0,0,1,1,0,2,62737,42.407211,-71.382437
Massachusetts,Cities,Webster,0,0,1,0,0,1,0,0,1,0,1,16925,42.407211,-71.382437
Massachusetts,Cities,Wilbraham,1,1,0,0,0,0,0,0,1,0,1,14730,42.407211,-71.382437
Massachusetts,Cities,Winchester,1,0,2,0,0,0,1,0,0,2,3,22850,42.407211,-71.382437
Massachusetts,Cities,Winthrop,0,1,0,0,0,0,0,1,0,0,1,18692,42.407211,-71.382437
Massachusetts,Cities,Worcester,4,2,4,0,0,0,1,5,1,3,10,184945,42.407211,-71.382437
Massachusetts,Universities and Colleges,Boston University,1,0,1,0,0,0,0,0,0,2,2,41418,42.407211,-71.382437
Massachusetts,Universities and Colleges,Fitchburg State University,0,0,1,0,0,0,0,0,0,1,1,11496,42.407211,-71.382437
Massachusetts,Universities and Colleges,Framingham State University,1,0,0,0,0,0,1,,0,0,1,9007,42.407211,-71.382437
Massachusetts,Universities and Colleges,Harvard University,2,1,0,0,0,0,0,0,3,0,3,40803,42.407211,-71.382437
Massachusetts,Universities and Colleges,Massachusetts College of Liberal Arts,0,1,0,0,0,0,0,1,0,0,1,2157,42.407211,-71.382437
Massachusetts,Universities and Colleges,Massasoit Community College,0,1,0,0,0,0,0,1,0,0,1,10323,42.407211,-71.382437
Massachusetts,Universities and Colleges,Northeastern University,3,1,0,0,0,0,3,0,0,1,4,27795,42.407211,-71.382437
Massachusetts,Universities and Colleges,Salem State University,0,0,1,0,0,0,1,0,0,0,1,10556,42.407211,-71.382437
Massachusetts,Universities and Colleges,Smith College,0,1,0,0,0,0,0,0,0,1,1,3259,42.407211,-71.382437
Massachusetts,Universities and Colleges,"Tufts University, Medford",0,1,1,0,0,0,0,0,1,1,2,12492,42.407211,-71.382437
Massachusetts,Universities and Colleges,Westfield State University,1,0,0,0,0,0,0,0,1,0,1,7598,42.407211,-71.382437
Massachusetts,Universities and Colleges,Wheaton College,1,6,1,0,0,0,1,0,0,7,8,1715,42.407211,-71.382437
Massachusetts,Universities and Colleges,Worcester Polytechnic Institute,1,1,0,0,0,0,0,0,1,0,1,7338,42.407211,-71.382437
Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority:  Middlesex County,0,0,1,0,0,0,1,,,,1,27471,42.407211,-71.382437
Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority:  Norfolk County,1,0,0,0,0,0,1,,,,1,27471,42.407211,-71.382437
Michigan,Cities,Adrian,2,0,0,0,0,0,0,0,1,1,2,20334,44.314844,-85.602364
Michigan,Cities,Albion,2,0,0,1,0,0,1,1,0,1,3,8462,44.314844,-85.602364
Michigan,Cities,Allen Park,1,0,0,0,0,0,1,0,0,0,1,26945,44.314844,-85.602364
Michigan,Cities,Almont,1,0,0,0,0,0,0,0,0,1,1,2814,44.314844,-85.602364
Michigan,Cities,Ann Arbor,3,0,0,0,0,0,0,0,3,0,3,122893,44.314844,-85.602364
Michigan,Cities,Auburn Hills,1,0,0,0,0,0,0,0,0,1,1,24393,44.314844,-85.602364
Michigan,Cities,Baroda-Lake Township,0,1,0,0,0,0,1,0,0,0,1,3859,44.314844,-85.602364
Michigan,Cities,Bay City,0,1,0,0,0,0,0,1,0,0,1,32793,44.314844,-85.602364
Michigan,Cities,Benton Harbor,0,1,0,0,0,0,0,0,0,1,1,9801,44.314844,-85.602364
Michigan,Cities,Benton Township,1,0,0,0,0,0,0,1,0,0,1,14372,44.314844,-85.602364
Michigan,Cities,Berkley,1,0,0,0,0,0,0,1,0,0,1,15482,44.314844,-85.602364
Michigan,Cities,Bloomfield Township,1,0,0,0,0,0,0,1,0,0,1,42326,44.314844,-85.602364
Michigan,Cities,Bridgeport Township,1,0,0,0,0,0,0,0,0,1,1,9778,44.314844,-85.602364
Michigan,Cities,Buchanan,0,0,0,1,1,0,0,0,1,1,2,4274,44.314844,-85.602364
Michigan,Cities,Burton,5,0,0,0,0,0,0,1,3,1,5,28496,44.314844,-85.602364
Michigan,Cities,Cadillac,3,0,0,0,0,0,0,2,0,1,3,10466,44.314844,-85.602364
Michigan,Cities,Cambridge Township,1,0,0,0,0,0,0,0,0,1,1,5657,44.314844,-85.602364
Michigan,Cities,Canton Township,4,1,0,0,0,0,2,2,0,1,5,93406,44.314844,-85.602364
Michigan,Cities,Capac,1,0,1,0,0,0,0,0,0,2,2,1822,44.314844,-85.602364
Michigan,Cities,Caro,1,0,0,0,0,0,1,0,0,0,1,3969,44.314844,-85.602364
Michigan,Cities,Carrollton Township,0,0,1,0,0,0,1,0,0,0,1,5626,44.314844,-85.602364
Michigan,Cities,Cassopolis,2,0,0,0,1,0,0,0,3,0,3,1695,44.314844,-85.602364
Michigan,Cities,Clinton Township,1,1,0,0,0,0,0,0,1,1,2,101308,44.314844,-85.602364
Michigan,Cities,Coloma Township,1,0,0,0,0,0,0,1,0,0,1,6362,44.314844,-85.602364
Michigan,Cities,Crystal Falls,4,0,0,0,0,0,1,3,0,0,4,1359,44.314844,-85.602364
Michigan,Cities,Dearborn,1,3,0,0,0,0,2,0,1,1,4,93902,44.314844,-85.602364
Michigan,Cities,Dearborn Heights,2,1,0,0,0,0,0,1,2,0,3,55368,44.314844,-85.602364
Michigan,Cities,Detroit,30,1,18,2,1,0,8,16,16,12,52,663502,44.314844,-85.602364
Michigan,Cities,DeWitt Township,1,0,0,0,0,0,1,0,0,0,1,15613,44.314844,-85.602364
Michigan,Cities,East Grand Rapids,2,0,0,0,0,0,0,2,0,0,2,12040,44.314844,-85.602364
Michigan,Cities,East Lansing,0,2,0,0,0,0,0,2,0,0,2,47913,44.314844,-85.602364
Michigan,Cities,Eastpointe,0,0,1,0,0,0,0,0,0,1,1,32340,44.314844,-85.602364
Michigan,Cities,Ecorse,1,0,0,0,0,0,0,1,0,0,1,9601,44.314844,-85.602364
Michigan,Cities,Escanaba,1,0,0,0,0,0,0,1,0,0,1,12129,44.314844,-85.602364
Michigan,Cities,Farmington,0,2,0,0,0,0,1,1,0,0,2,10587,44.314844,-85.602364
Michigan,Cities,Ferndale,1,0,1,0,0,0,0,2,0,0,2,20097,44.314844,-85.602364
Michigan,Cities,Flint,2,0,0,0,0,0,0,2,0,0,2,95212,44.314844,-85.602364
Michigan,Cities,Flushing,1,0,0,0,0,0,0,1,0,0,1,7860,44.314844,-85.602364
Michigan,Cities,Fowlerville,0,0,0,0,3,0,1,1,0,1,3,2869,44.314844,-85.602364
Michigan,Cities,Frankenmuth,2,0,0,0,0,0,0,1,0,1,2,5458,44.314844,-85.602364
Michigan,Cities,Fraser,2,0,0,0,0,0,1,0,0,1,2,14578,44.314844,-85.602364
Michigan,Cities,Fremont,1,0,0,0,0,0,0,1,0,0,1,4103,44.314844,-85.602364
Michigan,Cities,Garden City,2,0,0,0,0,0,0,0,1,1,2,26420,44.314844,-85.602364
Michigan,Cities,Genesee Township,1,0,0,0,0,0,0,0,1,0,1,20410,44.314844,-85.602364
Michigan,Cities,Grand Blanc Township,1,0,0,0,0,0,0,0,0,1,1,36523,44.314844,-85.602364
Michigan,Cities,Grand Haven,1,2,0,0,0,0,0,2,1,0,3,11155,44.314844,-85.602364
Michigan,Cities,Grand Rapids,5,0,0,0,0,0,0,0,2,3,5,201799,44.314844,-85.602364
Michigan,Cities,Grandville,3,0,0,1,0,0,0,0,2,2,4,16021,44.314844,-85.602364
Michigan,Cities,Grosse Pointe Park,1,0,0,0,0,0,0,0,0,1,1,11041,44.314844,-85.602364
Michigan,Cities,Grosse Pointe Woods,1,0,0,0,0,0,1,0,0,0,1,15350,44.314844,-85.602364
Michigan,Cities,Hartford,1,0,0,0,0,0,0,0,0,1,1,2589,44.314844,-85.602364
Michigan,Cities,Hazel Park,0,1,0,0,0,0,0,0,1,0,1,16478,44.314844,-85.602364
Michigan,Cities,Highland Park,11,0,1,0,4,0,1,10,4,1,16,10703,44.314844,-85.602364
Michigan,Cities,Holly,1,0,0,0,0,0,0,1,0,0,1,6185,44.314844,-85.602364
Michigan,Cities,Huron Township,2,0,0,0,0,0,0,0,2,0,2,16089,44.314844,-85.602364
Michigan,Cities,Imlay City,1,0,0,0,0,0,1,0,0,0,1,3575,44.314844,-85.602364
Michigan,Cities,Inkster,1,0,0,0,0,0,1,0,0,0,1,24268,44.314844,-85.602364
Michigan,Cities,Jackson,0,0,1,0,0,0,0,0,1,0,1,32503,44.314844,-85.602364
Michigan,Cities,Jonesville,0,0,0,1,0,0,0,0,1,0,1,2204,44.314844,-85.602364
Michigan,Cities,Kalamazoo,3,0,0,0,0,0,1,0,2,0,3,76827,44.314844,-85.602364
Michigan,Cities,Lansing,4,0,1,0,0,0,1,1,2,1,5,118953,44.314844,-85.602364
Michigan,Cities,Lincoln Park,1,0,0,0,0,0,0,1,0,0,1,36336,44.314844,-85.602364
Michigan,Cities,Lincoln Township,0,1,0,0,0,0,0,0,0,1,1,14615,44.314844,-85.602364
Michigan,Cities,Livonia,2,0,0,0,0,0,0,0,1,1,2,93644,44.314844,-85.602364
Michigan,Cities,Lowell,1,0,0,0,0,0,0,1,0,0,1,4198,44.314844,-85.602364
Michigan,Cities,Madison Heights,2,1,0,0,0,0,0,2,0,1,3,30081,44.314844,-85.602364
Michigan,Cities,Manistee,0,1,0,0,0,0,0,0,0,1,1,6103,44.314844,-85.602364
Michigan,Cities,Marquette,0,3,0,0,0,0,0,0,1,2,3,20599,44.314844,-85.602364
Michigan,Cities,Melvindale,2,0,0,0,0,0,1,0,0,1,2,10264,44.314844,-85.602364
Michigan,Cities,Menominee,1,0,0,0,0,0,0,0,1,0,1,8052,44.314844,-85.602364
Michigan,Cities,Meridian Township,3,0,0,0,0,0,0,0,1,2,3,43790,44.314844,-85.602364
Michigan,Cities,Metro Police Authority of Genesee County,1,0,0,0,0,0,0,1,0,0,1,19931,44.314844,-85.602364
Michigan,Cities,Midland,2,0,0,0,0,0,1,0,0,1,2,41791,44.314844,-85.602364
Michigan,Cities,Milford,1,0,1,0,0,0,0,1,1,0,2,16984,44.314844,-85.602364
Michigan,Cities,Morenci,1,0,0,0,0,0,1,0,0,0,1,2146,44.314844,-85.602364
Michigan,Cities,Mount Pleasant,1,0,1,0,0,0,0,1,1,0,2,25315,44.314844,-85.602364
Michigan,Cities,Muskegon Heights,0,0,1,0,0,0,0,1,0,0,1,10717,44.314844,-85.602364
Michigan,Cities,Muskegon Township,1,0,0,0,0,0,0,0,1,0,1,17937,44.314844,-85.602364
Michigan,Cities,Newaygo,1,0,0,0,0,0,0,0,0,1,1,2068,44.314844,-85.602364
Michigan,Cities,Northville Township,2,0,0,0,0,0,0,0,0,2,2,29170,44.314844,-85.602364
Michigan,Cities,Norton Shores,1,0,0,0,0,0,0,0,1,0,1,24702,44.314844,-85.602364
Michigan,Cities,Ontwa Township-Edwardsburg,1,0,0,0,0,0,0,1,0,0,1,6553,44.314844,-85.602364
Michigan,Cities,Orion Township,1,0,0,0,0,0,0,0,0,1,1,36878,44.314844,-85.602364
Michigan,Cities,Owosso,0,1,0,0,0,0,1,0,0,0,1,14399,44.314844,-85.602364
Michigan,Cities,Pittsfield Township,1,1,0,0,0,0,2,0,0,0,2,39417,44.314844,-85.602364
Michigan,Cities,Pontiac,1,0,0,0,0,0,0,0,1,0,1,59791,44.314844,-85.602364
Michigan,Cities,Port Huron,1,0,0,0,0,0,0,0,1,0,1,28783,44.314844,-85.602364
Michigan,Cities,Portage,1,0,0,0,0,0,0,0,1,0,1,49583,44.314844,-85.602364
Michigan,Cities,Redford Township,1,0,0,0,0,0,0,0,1,0,1,46742,44.314844,-85.602364
Michigan,Cities,Rochester,0,0,1,0,0,0,0,0,0,1,1,13429,44.314844,-85.602364
Michigan,Cities,Romeo,1,0,0,0,0,0,0,0,1,0,1,3608,44.314844,-85.602364
